video_name,fps,url,group_id,video_id,thumbnail
L21_V013,30.0,https://youtube.com/watch?v=uBi2IfecQ1U,L21,V013,https://i.ytimg.com/vi/uBi2IfecQ1U/sddefault.jpg?v=66bad20b
L21_V014,30.0,https://youtube.com/watch?v=wL_-KhpMU7I,L21,V014,https://i.ytimg.com/vi/wL_-KhpMU7I/sddefault.jpg?v=66bc2a62
L21_V015,30.0,https://youtube.com/watch?v=4MADNqa2Ihw,L21,V015,https://i.ytimg.com/vi/4MADNqa2Ihw/sddefault.jpg?v=66bd7dd6
L21_V016,30.0,https://youtube.com/watch?v=m513jMSeLds,L21,V016,https://i.ytimg.com/vi/m513jMSeLds/sddefault.jpg?v=66bec08c
L21_V017,25.0,https://youtube.com/watch?v=LT--fELSd9s,L21,V017,https://i.ytimg.com/vi/LT--fELSd9s/sddefault.jpg?v=66c02299
L21_V018,25.0,https://youtube.com/watch?v=1tKajOFGqSQ,L21,V018,https://i.ytimg.com/vi/1tKajOFGqSQ/sddefault.jpg?v=66c17f02
L21_V019,30.0,https://youtube.com/watch?v=vipckUPsGpg,L21,V019,https://i.ytimg.com/vi/vipckUPsGpg/sddefault.jpg?v=66c2c2b7
L21_V021,30.0,https://youtube.com/watch?v=hTTaBTWWipY,L21,V021,https://i.ytimg.com/vi/hTTaBTWWipY/sddefault.jpg?v=66c55b46
L21_V022,30.0,https://youtube.com/watch?v=RC2t4XXAFfE,L21,V022,https://i.ytimg.com/vi/RC2t4XXAFfE/sddefault.jpg?v=66c6b370
L21_V023,30.0,https://youtube.com/watch?v=lIIsVPGK6uo,L21,V023,https://i.ytimg.com/vi/lIIsVPGK6uo/sddefault.jpg?v=66c804b2
L21_V024,25.0,https://youtube.com/watch?v=wgPPoa7OcmE,L21,V024,https://i.ytimg.com/vi/wgPPoa7OcmE/sddefault.jpg?v=66c969fa
L21_V025,25.0,https://youtube.com/watch?v=-YKaIUk1T0U,L21,V025,https://i.ytimg.com/vi/-YKaIUk1T0U/sddefault.jpg?v=66cac038
L21_V026,30.0,https://youtube.com/watch?v=pj1VkEuMYM4,L21,V026,https://i.ytimg.com/vi/pj1VkEuMYM4/sddefault.jpg?v=66cc0179
L21_V027,30.0,https://youtube.com/watch?v=XjYeGkh1ZSg,L21,V027,https://i.ytimg.com/vi/XjYeGkh1ZSg/sddefault.jpg?v=66cd4517
L21_V028,30.0,https://youtube.com/watch?v=YiF5LpNRak4,L21,V028,https://i.ytimg.com/vi/YiF5LpNRak4/sddefault.jpg?v=66ce98eb
L21_V029,30.0,https://youtube.com/watch?v=dlpQXX_hYxk,L21,V029,https://i.ytimg.com/vi/dlpQXX_hYxk/sddefault.jpg?v=66cfed5c
L21_V030,30.0,https://youtube.com/watch?v=5HtjWheNDPM,L21,V030,https://i.ytimg.com/vi/5HtjWheNDPM/sddefault.jpg?v=66d14f3d
L21_V031,25.0,https://youtube.com/watch?v=fjL7m7SAoLA,L21,V031,https://i.ytimg.com/vi/fjL7m7SAoLA/sddefault.jpg?v=66d2a579
L22_V001,30.0,https://youtube.com/watch?v=GZdi9xpiItU,L22,V001,https://i.ytimg.com/vi/GZdi9xpiItU/sddefault.jpg?v=66ac55e6
L22_V002,25.0,https://youtube.com/watch?v=tIiV66LvrZg,L22,V002,https://i.ytimg.com/vi/tIiV66LvrZg/sddefault.jpg?v=66adb6d3
L22_V003,25.0,https://youtube.com/watch?v=aJJUkV1L_Cw,L22,V003,https://i.ytimg.com/vi/aJJUkV1L_Cw/sddefault.jpg?v=66af0b5f
L22_V004,30.0,https://youtube.com/watch?v=1KESxskpr4g,L22,V004,https://i.ytimg.com/vi/1KESxskpr4g/sddefault.jpg?v=66b04616
L22_V005,30.0,https://youtube.com/watch?v=1YDOImIQJ-U,L22,V005,https://i.ytimg.com/vi/1YDOImIQJ-U/sddefault.jpg?v=66b197a4
L22_V006,30.0,https://youtube.com/watch?v=VE8zB4YjGw4,L22,V006,https://i.ytimg.com/vi/VE8zB4YjGw4/sddefault.jpg?v=66b2f5ff
L22_V007,25.0,https://youtube.com/watch?v=Oz4rR9DZreg,L22,V007,https://i.ytimg.com/vi/Oz4rR9DZreg/sddefault.jpg?v=66b452bf
L22_V008,25.0,https://youtube.com/watch?v=DU9TutI7xnU,L22,V008,https://i.ytimg.com/vi/DU9TutI7xnU/sddefault.jpg?v=66b59ae5
L22_V009,25.0,https://youtube.com/watch?v=Six0zgQNSNI,L22,V009,https://i.ytimg.com/vi/Six0zgQNSNI/sddefault.jpg?v=66b6e6da
L22_V010,25.0,https://youtube.com/watch?v=TWcfxEOHxYk,L22,V010,https://i.ytimg.com/vi/TWcfxEOHxYk/sddefault.jpg?v=66b84b21
L22_V011,30.0,https://youtube.com/watch?v=6puiLImJz6c,L22,V011,https://i.ytimg.com/vi/6puiLImJz6c/sddefault.jpg?v=66b980f8
L22_V012,30.0,https://youtube.com/watch?v=CpLUbAWRtEc,L22,V012,https://i.ytimg.com/vi/CpLUbAWRtEc/sddefault.jpg?v=66bad19f
L22_V013,30.0,https://youtube.com/watch?v=RCCBx1TjnvQ,L22,V013,https://i.ytimg.com/vi/RCCBx1TjnvQ/sddefault.jpg?v=66bc29a3
L22_V014,30.0,https://youtube.com/watch?v=LUKnehqHaCI,L22,V014,https://i.ytimg.com/vi/LUKnehqHaCI/sddefault.jpg?v=66bd7d2e
L22_V015,30.0,https://youtube.com/watch?v=_RBnR5oex_8,L22,V015,https://i.ytimg.com/vi/_RBnR5oex_8/sddefault.jpg?v=66bebf8a
L22_V016,25.0,https://youtube.com/watch?v=nE-KgYA_OWk,L22,V016,https://i.ytimg.com/vi/nE-KgYA_OWk/sddefault.jpg?v=66c021f4
L22_V017,25.0,https://youtube.com/watch?v=t00BJlaDZwI,L22,V017,https://i.ytimg.com/vi/t00BJlaDZwI/sddefault.jpg?v=66c17da4
L22_V018,30.0,https://youtube.com/watch?v=YfF-qad2zIU,L22,V018,https://i.ytimg.com/vi/YfF-qad2zIU/sddefault.jpg?v=66c2c22f
L22_V019,30.0,https://youtube.com/watch?v=cncdOlbRN6k,L22,V019,https://i.ytimg.com/vi/cncdOlbRN6k/sddefault.jpg?v=66c40529
L22_V020,30.0,https://youtube.com/watch?v=60qHcTBp6VY,L22,V020,https://i.ytimg.com/vi/60qHcTBp6VY/sddefault.jpg?v=66c55ade
L22_V021,30.0,https://youtube.com/watch?v=1feJrcoo5Rk,L22,V021,https://i.ytimg.com/vi/1feJrcoo5Rk/sddefault.jpg?v=66c6b2f6
L22_V022,30.0,https://youtube.com/watch?v=s11qoPYYbKA,L22,V022,https://i.ytimg.com/vi/s11qoPYYbKA/sddefault.jpg?v=66c80408
L22_V023,25.0,https://youtube.com/watch?v=gkFo9B1NhOc,L22,V023,https://i.ytimg.com/vi/gkFo9B1NhOc/sddefault.jpg?v=66c9696b
L22_V024,25.0,https://youtube.com/watch?v=TE5ED6iwn9g,L22,V024,https://i.ytimg.com/vi/TE5ED6iwn9g/sddefault.jpg?v=66cabf94
L22_V025,30.0,https://youtube.com/watch?v=p6h043fMCUA,L22,V025,https://i.ytimg.com/vi/p6h043fMCUA/sddefault.jpg?v=66cbfdf3
L22_V026,30.0,https://youtube.com/watch?v=eJ7gQYMrrWs,L22,V026,https://i.ytimg.com/vi/eJ7gQYMrrWs/sddefault.jpg?v=66cd44a6
L22_V027,30.0,https://youtube.com/watch?v=VY7KrHcJmzg,L22,V027,https://i.ytimg.com/vi/VY7KrHcJmzg/sddefault.jpg?v=66ce977e
L22_V028,30.0,https://youtube.com/watch?v=mjy8h-iT-ms,L22,V028,https://i.ytimg.com/vi/mjy8h-iT-ms/sddefault.jpg?v=66cfec94
L22_V029,30.0,https://youtube.com/watch?v=8bsmllSKjjQ,L22,V029,https://i.ytimg.com/vi/8bsmllSKjjQ/sddefault.jpg?v=66d14ed8
L22_V030,25.0,https://youtube.com/watch?v=MusUd666cwE,L22,V030,https://i.ytimg.com/vi/MusUd666cwE/sddefault.jpg?v=66d2a4ed
L22_V031,25.0,https://youtube.com/watch?v=rhRq9JBtpWY,L22,V031,https://i.ytimg.com/vi/rhRq9JBtpWY/sddefault.jpg?v=66d3f25e
L23_V001,25.0,https://youtube.com/watch?v=3oVaFPFt9vI,L23,V001,https://i.ytimg.com/vi/3oVaFPFt9vI/sddefault.jpg
L23_V002,25.0,https://youtube.com/watch?v=6J0loXv8wJw,L23,V002,https://i.ytimg.com/vi/6J0loXv8wJw/sddefault.jpg?v=660e2b0d
L23_V003,25.0,https://youtube.com/watch?v=Btr8jXBzZXE,L23,V003,https://i.ytimg.com/vi/Btr8jXBzZXE/sddefault.jpg?v=660f7e86
L23_V004,25.0,https://youtube.com/watch?v=FYpPfAIjWPs,L23,V004,https://i.ytimg.com/vi/FYpPfAIjWPs/sddefault.jpg?v=6610d42b
L23_V005,25.0,https://youtube.com/watch?v=WD9qm6XOPTA,L23,V005,https://i.ytimg.com/vi/WD9qm6XOPTA/sddefault.jpg?v=66121d42
L23_V006,25.0,https://youtube.com/watch?v=q0lRq2DkCc8,L23,V006,https://i.ytimg.com/vi/q0lRq2DkCc8/sddefault.jpg?v=66137392
L23_V007,25.0,https://youtube.com/watch?v=fnFwv6pOkyA,L23,V007,https://i.ytimg.com/vi/fnFwv6pOkyA/sddefault.jpg?v=661655bc
L23_V008,25.0,https://youtube.com/watch?v=bpTRldeMipQ,L23,V008,https://i.ytimg.com/vi/bpTRldeMipQ/sddefault.jpg?v=66176cb0
L23_V009,25.0,https://youtube.com/watch?v=rkNjXQOanI0,L23,V009,https://i.ytimg.com/vi/rkNjXQOanI0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGFMgZShGMA8=&rs=AOn4CLDg52KfyG5wDZOhgaTHHpGBZYFhaw
L23_V010,25.0,https://youtube.com/watch?v=GQgS2AQurD4,L23,V010,https://i.ytimg.com/vi/GQgS2AQurD4/sddefault.jpg?v=661a4639
L23_V011,25.0,https://youtube.com/watch?v=bjsc2VpUQE0,L23,V011,https://i.ytimg.com/vi/bjsc2VpUQE0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGE8gZShlMA8=&rs=AOn4CLAWs2dxoWJGZkX_IPAIAZHhGNuAsw
L23_V012,25.0,https://youtube.com/watch?v=NbBziotw1IA,L23,V012,https://i.ytimg.com/vi/NbBziotw1IA/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGFsgWihlMA8=&rs=AOn4CLC2n3W6Ytkg--GjT0SH7XwvPzFnhw
L23_V013,25.0,https://youtube.com/watch?v=QzJpVmt19cA,L23,V013,https://i.ytimg.com/vi/QzJpVmt19cA/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgVyhYMA8=&rs=AOn4CLC_ioS3zlj2reOKQkH4wngv5mCOYA
L23_V014,25.0,https://youtube.com/watch?v=qTtuy9jWMPY,L23,V014,https://i.ytimg.com/vi/qTtuy9jWMPY/sddefault.jpg?v=6620c174
L23_V015,25.0,https://youtube.com/watch?v=6dJAWIYPpYs,L23,V015,https://i.ytimg.com/vi/6dJAWIYPpYs/sddefault.jpg?v=6621f9b0
L23_V016,25.0,https://youtube.com/watch?v=AxrWuYGHZ7U,L23,V016,https://i.ytimg.com/vi/AxrWuYGHZ7U/sddefault.jpg?v=66235268
L23_V017,25.0,https://youtube.com/watch?v=tzvLHlMcNFI,L23,V017,https://i.ytimg.com/vi/tzvLHlMcNFI/sddefault.jpg?v=6624aa5f
L23_V018,25.0,https://youtube.com/watch?v=wCWJOKPj6i0,L23,V018,https://i.ytimg.com/vi/wCWJOKPj6i0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGEkgSShZMA8=&rs=AOn4CLBscoi78pvCkXJCzComdRbjxmwUiw
L23_V019,25.0,https://youtube.com/watch?v=I46KHfjIPQk,L23,V019,https://i.ytimg.com/vi/I46KHfjIPQk/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGE8gZSgxMA8=&rs=AOn4CLC4uEu6DuYlX2mH6KuW0b-EcPGiiA
L23_V020,25.0,https://youtube.com/watch?v=kmU6jBK9H54,L23,V020,https://i.ytimg.com/vi/kmU6jBK9H54/sddefault.jpg?v=6629dfd8
L23_V021,25.0,https://youtube.com/watch?v=Iupvfa7uLyw,L23,V021,https://i.ytimg.com/vi/Iupvfa7uLyw/sddefault.jpg?v=662b2a8b
L23_V022,25.0,https://youtube.com/watch?v=A4GVOdnoIDU,L23,V022,https://i.ytimg.com/vi/A4GVOdnoIDU/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgZShlMA8=&rs=AOn4CLA_RWML8r8NE_CHH-N51uYd1AtLJg
L23_V023,25.0,https://youtube.com/watch?v=5RJWBk50rRo,L23,V023,https://i.ytimg.com/vi/5RJWBk50rRo/sddefault.jpg?v=662dcc21
L23_V024,25.0,https://youtube.com/watch?v=1kLJ8ynvRsY,L23,V024,https://i.ytimg.com/vi/1kLJ8ynvRsY/sddefault.jpg?v=662f17da
L23_V025,25.0,https://youtube.com/watch?v=TwCnb13Y7no,L23,V025,https://i.ytimg.com/vi/TwCnb13Y7no/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGggaChoMA8=&rs=AOn4CLCAB0jXWj9Q5-t5YMzBCpukV5oyAQ
L24_V002,25.0,https://youtube.com/watch?v=W0yPC1ytRj8,L24,V002,https://i.ytimg.com/vi/W0yPC1ytRj8/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGDYgZShfMA8=&rs=AOn4CLCWJqbcxHZG7oBZSorj-fm5K4uteA
L24_V003,25.0,https://youtube.com/watch?v=bXMhsn050N4,L24,V003,https://i.ytimg.com/vi/bXMhsn050N4/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGDkgUyhyMA8=&rs=AOn4CLD0tOQfhV2b-HiVZsQkXD80n3Vq5Q
L24_V004,25.0,https://youtube.com/watch?v=rCw_cJVKuXU,L24,V004,https://i.ytimg.com/vi/rCw_cJVKuXU/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGDAgUihyMA8=&rs=AOn4CLDhVgLA36dO9n_3d84eUBCOeAOWKA
L24_V005,25.0,https://youtube.com/watch?v=6hvzIEeylqY,L24,V005,https://i.ytimg.com/vi/6hvzIEeylqY/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgRig3MA8=&rs=AOn4CLCHwashDs2iCz88bqlt0djQQKLujQ
L24_V006,25.0,https://youtube.com/watch?v=WHsQgL962oY,L24,V006,https://i.ytimg.com/vi/WHsQgL962oY/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gEygrMA8=&rs=AOn4CLB6RHlKL04jvi_KvsN7ppfGDwtsBQ
L24_V007,25.0,https://youtube.com/watch?v=JVIr6RtExPg,L24,V007,https://i.ytimg.com/vi/JVIr6RtExPg/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGCIgVSh_MA8=&rs=AOn4CLCv2_CHsyYLcMNnzBUEyeWIcz2CZw
L24_V008,25.0,https://youtube.com/watch?v=w8L5bDbC9yo,L24,V008,https://i.ytimg.com/vi/w8L5bDbC9yo/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgSig3MA8=&rs=AOn4CLBrEe8A7KbmjCtlXhzQrr8J-j5XgQ
L24_V009,25.0,https://youtube.com/watch?v=QzeUHVoIBN8,L24,V009,https://i.ytimg.com/vi/QzeUHVoIBN8/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgQigwMA8=&rs=AOn4CLDnBBrlaxcqIIh9lwZWABmzKwyE1g
L24_V010,25.0,https://youtube.com/watch?v=UhbihgZrtJI,L24,V010,https://i.ytimg.com/vi/UhbihgZrtJI/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgSCgwMA8=&rs=AOn4CLBfptRKnxSsxOkAixLxD7LxPzy2yQ
L24_V011,25.0,https://youtube.com/watch?v=Q1YCXZ4bS0Q,L24,V011,https://i.ytimg.com/vi/Q1YCXZ4bS0Q/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgPygyMA8=&rs=AOn4CLA10v103DXBpTa-AmnJlvj8pa_fbA
L24_V012,25.0,https://youtube.com/watch?v=Hi1GqK7fop8,L24,V012,https://i.ytimg.com/vi/Hi1GqK7fop8/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgXihLMA8=&rs=AOn4CLB3EyGdps5OQaU6EWNKzsDbOdUIGg
L24_V013,25.0,https://youtube.com/watch?v=uRq1WNxJfqw,L24,V013,https://i.ytimg.com/vi/uRq1WNxJfqw/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgTChPMA8=&rs=AOn4CLBqm5vhYxox8AqBeh-bUmBxiBxe3Q
L24_V014,25.0,https://youtube.com/watch?v=UHo6ZQgGPQA,L24,V014,https://i.ytimg.com/vi/UHo6ZQgGPQA/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgSShJMA8=&rs=AOn4CLDfu1gXiWVkjsG3QZohMaXJM_mTrw
L24_V015,25.0,https://youtube.com/watch?v=xXi9CeI7tXI,L24,V015,https://i.ytimg.com/vi/xXi9CeI7tXI/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgVShDMA8=&rs=AOn4CLB3mY88S3Ne1H8W71we9cD9CQyiGw
L24_V016,25.0,https://youtube.com/watch?v=B8IK8eEDIWw,L24,V016,https://i.ytimg.com/vi/B8IK8eEDIWw/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gPygmMA8=&rs=AOn4CLBTors5s63o1xe1ZNuD4CO4c_L7uA
L24_V017,30.0,https://youtube.com/watch?v=6kfXCVJRRtU,L24,V017,https://i.ytimg.com/vi/6kfXCVJRRtU/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgSChOMA8=&rs=AOn4CLAh3vfUGp_6JmtCF05lbUxnA2X_-A
L24_V018,25.0,https://youtube.com/watch?v=sPA1G6L7C5E,L24,V018,https://i.ytimg.com/vi/sPA1G6L7C5E/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gSigvMA8=&rs=AOn4CLA6au0nXzvIn00Xzu2172J9adBrmA
L24_V019,30.0,https://youtube.com/watch?v=bYbi_sE3o1M,L24,V019,https://i.ytimg.com/vi/bYbi_sE3o1M/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgWChJMA8=&rs=AOn4CLA6HefHMRcaEzqTKoLoApo80i02pg
L24_V020,30.0,https://youtube.com/watch?v=OM123EoSATk,L24,V020,https://i.ytimg.com/vi/OM123EoSATk/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgRygqMA8=&rs=AOn4CLBf9YHgUowuKQ_pIKixOeEUFjqpXw
L24_V021,30.0,https://youtube.com/watch?v=6xfbfbPJFBE,L24,V021,https://i.ytimg.com/vi/6xfbfbPJFBE/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGIgZShOMA8=&rs=AOn4CLD-DTXXlO50mr1jGFiEqPi4n0rDqw
L24_V022,30.0,https://youtube.com/watch?v=uMgomPdFdMY,L24,V022,https://i.ytimg.com/vi/uMgomPdFdMY/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gUigjMA8=&rs=AOn4CLAFn-7G4uok0IFFeFZzXZfPzwxPCQ
L24_V023,30.0,https://youtube.com/watch?v=b4M0rNuddJs,L24,V023,https://i.ytimg.com/vi/b4M0rNuddJs/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgYig8MA8=&rs=AOn4CLAqWU7H7mBW1mIojoJ_12FmG8sa4w
L24_V024,30.0,https://youtube.com/watch?v=0OCZPsT8f9c,L24,V024,https://i.ytimg.com/vi/0OCZPsT8f9c/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgSSgkMA8=&rs=AOn4CLAUMrZ1H3JvBsC2PKQqGDxbHACtDQ
L24_V025,30.0,https://youtube.com/watch?v=qSgorxzpt4A,L24,V025,https://i.ytimg.com/vi/qSgorxzpt4A/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgWShAMA8=&rs=AOn4CLDfaR4WTWed3FcMX5z4RZOLCLDzPg
L24_V026,25.0,https://youtube.com/watch?v=l-fEJmuv3o0,L24,V026,https://i.ytimg.com/vi/l-fEJmuv3o0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGFkgZSgzMA8=&rs=AOn4CLB1SRN761h5ID6ZFfCvFqjvcBhQUQ
L24_V027,30.0,https://youtube.com/watch?v=h1L8PnpVdqE,L24,V027,https://i.ytimg.com/vi/h1L8PnpVdqE/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGEIgTyhlMA8=&rs=AOn4CLA_bL7iukfmAVxyuntWhwLVzwCUHg
L24_V028,30.0,https://youtube.com/watch?v=VMCs9vCjzk0,L24,V028,https://i.ytimg.com/vi/VMCs9vCjzk0/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGHIgYCgRMA8=&rs=AOn4CLDrTx1IkVu7_9epjNO_IOuAsGcmfQ
L24_V029,30.0,https://youtube.com/watch?v=Aaw_XBYTHHA,L24,V029,https://i.ytimg.com/vi/Aaw_XBYTHHA/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gRigTMA8=&rs=AOn4CLDVvEacYA02zmq1U6b_aU7FsORoSw
L24_V030,30.0,https://youtube.com/watch?v=m_DoFMnmEm0,L24,V030,https://i.ytimg.com/vi/m_DoFMnmEm0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gNSgTMA8=&rs=AOn4CLBTRcpszZ9Z27zCNQulR8jhrQ73Dg
L24_V031,30.0,https://youtube.com/watch?v=om1ZFhVCZU4,L24,V031,https://i.ytimg.com/vi/om1ZFhVCZU4/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGFMgZSgeMA8=&rs=AOn4CLCt2UOEZFy66ILN0Vh6VP6ajlHDRQ
L24_V032,25.0,https://youtube.com/watch?v=6tnkbqUTPaI,L24,V032,https://i.ytimg.com/vi/6tnkbqUTPaI/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgYSgYMA8=&rs=AOn4CLCrxYlGAojtvqTMJZX42J425g8ICw
L24_V033,30.0,https://youtube.com/watch?v=bLlFbUC5K1I,L24,V033,https://i.ytimg.com/vi/bLlFbUC5K1I/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gTigjMA8=&rs=AOn4CLCIk7c3q8-IJYi2tW21uBCv3cJRdg
L24_V035,30.0,https://youtube.com/watch?v=IvLN1-7TmfE,L24,V035,https://i.ytimg.com/vi/IvLN1-7TmfE/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gWygoMA8=&rs=AOn4CLAP8YZeVzvBPPPkbsmG6XkkR19gIA
L24_V036,30.0,https://youtube.com/watch?v=JOGwqn0qom0,L24,V036,https://i.ytimg.com/vi/JOGwqn0qom0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgSihKMA8=&rs=AOn4CLCuTPYR7ZblQnyE-g-3NGiLU_JFjg
L24_V037,30.0,https://youtube.com/watch?v=R_Lhe_HONSE,L24,V037,https://i.ytimg.com/vi/R_Lhe_HONSE/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGH8gVCgXMA8=&rs=AOn4CLDSl6IfyOj9mh0oq5REKFJ5QNDuXA
